	station46	station49	station121	station45	station50	station126
otu_97182	1	0	0	2	0	0
otu_97183	0	0	0	0	0	1
otu_97186	11	0	0	3	2	0
otu_97191	0	0	0	0	0	8
otu_97195	0	0	0	0	0	4
otu_97202	0	2	0	0	0	0
otu_97204	3	0	0	7	0	0
otu_97205	0	0	0	0	0	1
otu_97216	1	0	0	3	0	0
otu_97225	0	0	0	2	0	6
otu_97226	0	0	0	6	0	0
otu_97229	0	0	0	0	1	0
otu_97232	0	0	0	0	0	3
otu_97244	0	0	2	0	0	0
otu_97245	0	0	0	1	0	0
otu_97246	0	0	0	0	23	0
otu_97249	0	0	0	0	1	0
otu_97252	0	0	0	0	1	0
otu_97263	0	0	0	25	0	0
otu_97265	1	0	0	0	3	0
otu_97266	0	0	0	0	0	1
otu_97292	0	0	0	0	0	2
otu_97302	0	0	0	0	0	1
otu_97304	0	0	0	0	0	3
otu_97315	0	0	0	1	0	0
otu_97325	8	0	0	0	0	0
otu_97332	2	0	0	9	0	0
otu_97345	1	0	0	0	0	0
otu_97356	0	0	0	0	0	3
otu_97357	0	0	0	0	0	3
otu_97360	0	1	0	0	0	0
otu_97363	1	0	0	0	0	0
otu_97365	0	2	0	0	0	0
otu_97368	0	0	1	0	2	0
otu_97374	4	6	0	0	0	0
otu_97376	0	0	0	2	0	0
otu_97383	0	0	0	0	0	1
otu_97384	0	0	1	0	0	9
otu_97390	0	0	0	0	0	7
otu_97402	0	0	0	4	0	0
otu_97427	5	8	12	0	0	0
otu_97430	0	0	0	0	0	3
otu_97445	0	0	0	0	0	1
otu_97446	0	0	0	4	0	8
otu_97454	6	0	0	0	0	0
otu_97457	1	0	0	0	0	0
otu_97494	0	0	0	7	0	0
otu_97497	0	0	0	0	0	1
otu_97503	0	1	0	0	0	0
otu_97513	1	0	0	0	0	0
otu_97520	0	0	0	0	0	1
otu_97530	0	0	0	0	0	8
otu_97537	0	0	0	7	0	0
otu_97567	0	0	0	0	0	1
otu_97570	0	0	0	0	0	2
otu_97578	0	2	0	0	0	4
otu_97587	0	0	0	0	0	4
otu_97599	4	0	0	4	0	0
otu_97601	0	0	1	0	1	0
otu_97604	0	1	0	2	0	0
otu_97606	0	0	1	0	0	2
otu_97611	0	0	0	0	0	6
otu_97614	1	0	0	0	0	0
otu_97615	0	0	0	0	1	0
otu_97618	0	0	0	0	1	0
otu_97625	0	0	0	0	0	6
otu_97626	0	0	0	0	0	1
otu_97633	0	0	0	0	1	0
otu_97646	0	0	0	0	0	2
otu_97655	0	0	0	0	0	5
otu_97662	0	0	0	0	0	5
otu_97683	0	0	0	0	0	10
otu_97689	0	0	1	0	0	0
otu_97702	0	5	0	0	0	0
otu_97705	0	0	0	0	1	0
otu_97711	0	0	1	0	0	0
otu_97712	0	0	0	0	0	4
otu_97723	0	0	0	0	0	1
otu_97725	0	0	0	0	0	1
otu_97728	0	0	0	0	0	1
otu_97738	0	0	0	0	0	1
otu_97739	0	0	0	0	0	5
otu_97751	0	0	0	4	0	0
otu_97759	1	1	0	0	0	0
otu_97770	0	0	2	0	0	0
otu_97771	0	0	1	0	0	0
otu_97775	0	0	0	0	0	5
otu_97778	0	0	1	0	0	0
otu_97781	3	0	0	0	0	0
otu_97785	0	0	0	0	0	9
otu_97786	1	0	0	0	0	3
otu_97804	0	0	0	0	0	2
otu_97805	0	0	0	0	0	5
otu_97828	0	0	0	0	0	2
otu_97832	1	2	0	6	0	0
otu_97849	1	0	0	0	0	0
otu_97866	0	1	0	0	0	0
otu_97905	0	2	0	0	0	0
otu_97910	0	0	1	0	0	0
otu_97923	4	0	0	0	0	0
otu_97926	36	0	0	0	0	0
otu_97934	0	0	0	0	0	3
otu_97935	0	0	0	0	0	1
otu_97947	0	0	0	0	0	2
otu_97950	0	0	0	0	0	4
otu_97952	0	0	0	0	0	1
otu_97954	0	0	0	0	0	1
otu_97967	0	0	2	0	0	0
otu_97968	0	0	0	0	0	1
otu_97980	0	0	1	0	0	0
otu_97989	0	0	1	0	0	0
otu_98001	0	0	0	0	0	1
otu_98021	0	0	0	23	0	0
otu_98023	0	0	0	0	0	2
otu_98051	1	0	0	0	0	0
otu_98054	0	0	0	0	1	0
otu_98055	0	0	0	0	0	4
otu_98059	0	0	0	1	0	4
otu_98065	1	5	0	0	0	0
otu_98089	0	0	0	1	0	0
otu_98091	1	1	0	0	0	1
otu_98095	2	0	0	0	0	0
otu_98097	0	0	0	0	0	2
otu_98098	0	0	0	0	1	0
otu_98109	0	0	0	0	1	0
otu_98115	0	0	0	0	0	10
otu_98136	1	0	0	1	0	0
otu_98152	0	0	0	0	0	2
otu_98163	31	0	0	0	0	0
otu_98176	0	0	0	0	0	1
otu_98180	0	0	0	9	0	0
otu_98182	0	2	0	0	0	0
otu_98200	0	10	0	0	0	0
otu_98215	0	0	0	0	0	4
otu_98222	0	0	0	0	0	1
otu_98223	0	0	1	0	0	0
otu_98266	1	0	0	13	0	0
otu_98287	0	0	0	1	1	0
otu_98301	9	0	0	1	0	0
otu_98302	0	2	0	0	0	0
otu_98312	0	0	2	1	0	0
otu_98319	3	0	0	15	0	0
otu_98321	0	2	0	0	0	0
otu_98333	0	0	0	11	0	0
otu_98336	0	0	3	0	0	0
otu_98340	0	0	0	0	0	1
otu_98342	0	0	0	0	0	11
otu_98343	0	0	0	1	0	0
otu_98344	0	2	0	0	0	0
otu_98352	0	0	0	0	0	5
otu_98362	0	0	1	0	0	0
otu_98370	0	0	0	0	0	1
otu_98371	0	0	0	0	0	2
otu_98375	0	0	0	0	0	2
otu_98382	0	0	2	0	0	0
otu_98384	0	22	0	0	0	0
otu_98391	0	0	0	0	2	0
otu_98397	0	0	0	1	0	0
otu_98424	1	0	0	0	0	0
otu_98432	1	0	0	0	0	0
otu_98442	0	0	0	8	0	0
otu_98447	0	0	0	0	0	4
otu_98451	0	0	0	5	0	0
otu_98456	0	0	0	0	0	1
otu_98466	0	0	0	0	0	5
otu_98470	0	1	0	0	0	0
otu_98480	2	0	0	5	0	0
otu_98495	0	0	0	0	0	2
otu_98510	1	0	0	14	0	0
otu_98524	0	1	0	0	0	0
otu_98535	0	0	0	0	0	1
otu_98549	1	0	0	0	0	0
otu_98561	0	0	0	0	0	2
otu_98578	0	0	1	0	0	0
otu_98583	1	0	0	0	1	0
otu_98586	0	0	0	0	1	0
otu_98597	0	1	1	0	0	0
otu_98628	0	0	1	0	0	0
otu_98634	0	0	0	0	0	6
otu_98639	0	0	0	6	0	0
otu_98640	0	0	0	0	0	7
otu_98646	0	0	0	0	0	5
otu_98659	0	0	3	0	0	1
otu_98660	1	0	0	0	0	0
otu_98667	0	0	0	0	0	3
otu_98672	0	0	1	0	0	0
otu_98675	0	6	0	0	0	0
otu_98687	0	0	1	0	0	0
otu_98704	0	0	0	1	0	0
otu_98705	0	0	0	0	0	8
otu_98724	0	0	0	0	0	2
otu_98742	0	0	0	11	0	0
otu_98766	27	0	0	0	0	0
otu_98772	0	0	0	0	0	1
otu_98773	0	0	1	0	0	0
otu_98775	0	0	1	0	1	0
otu_98788	0	0	0	14	0	0
otu_98789	0	0	0	1	0	0
otu_98795	0	0	0	0	0	3
otu_98797	0	0	0	2	0	0
otu_98810	0	0	0	0	0	2
otu_98820	1	0	0	0	0	0
otu_98841	0	0	0	7	0	0
otu_98857	0	0	0	1	0	0
otu_98862	0	0	0	0	0	4
otu_98874	17	10	0	0	0	0
otu_98882	0	0	0	0	0	3
otu_98898	0	0	0	0	0	2
otu_98901	0	0	2	0	0	0
otu_98903	0	0	0	0	4	0
otu_98913	0	0	0	0	0	1
otu_98929	0	0	0	0	0	1
otu_98940	0	0	0	0	0	3
otu_98952	17	6	0	0	0	0
otu_98955	0	0	0	8	0	0
otu_98962	2	2	0	0	0	0
otu_98964	0	0	0	0	0	2
otu_98974	0	0	0	0	0	1
otu_98997	0	0	0	0	1	0
otu_99015	0	4	0	0	0	0
otu_99024	0	0	0	0	0	6
otu_99028	0	0	0	1	0	0
otu_99036	0	0	0	0	0	3
otu_99046	0	0	0	0	0	1
otu_99050	0	0	0	0	0	9
otu_99054	0	0	0	0	0	6
otu_99057	0	0	0	11	0	0
otu_99058	0	0	0	0	0	1
otu_99082	0	0	0	0	0	2
otu_99092	0	1	0	0	0	0
otu_99101	6	0	0	0	0	0
otu_99126	0	0	0	0	1	0
otu_99143	0	0	1	0	0	0
otu_99144	0	1	0	0	0	0
otu_99146	1	0	0	0	0	0
otu_99153	4	0	0	1	0	0
otu_99156	0	0	0	0	0	1
otu_99163	2	0	0	1	0	0
otu_99171	0	0	2	0	0	0
otu_99176	0	0	0	0	1	0
otu_99182	0	0	0	0	0	1
otu_99196	0	1	0	0	0	0
otu_99199	0	0	0	0	0	1
otu_99209	0	0	0	0	0	2
otu_99211	0	0	0	0	1	0
otu_99213	0	2	0	0	0	0
otu_99222	0	1	0	0	0	0
otu_99228	0	0	0	0	0	3
otu_99240	0	0	0	0	0	2
otu_99249	0	0	0	5	0	0
otu_99259	0	0	0	0	0	4
otu_99268	0	0	0	0	0	4
otu_99275	7	0	0	2	0	0
otu_99279	0	30	0	0	0	0
otu_99282	0	0	0	2	0	0
otu_99295	3	0	0	0	0	0
otu_99316	0	0	0	0	0	5
otu_99317	0	0	0	0	0	6
otu_99329	0	0	0	0	0	1
otu_99330	0	0	0	0	0	1
otu_99331	0	0	0	0	0	4
otu_99338	0	0	0	0	0	2
otu_99345	0	0	0	0	0	2
otu_99351	0	0	0	2	0	0
otu_99356	0	0	1	0	0	0
otu_99363	0	0	0	0	0	1
otu_99377	0	0	0	0	0	5
otu_99379	0	0	0	0	0	1
otu_99385	1	0	0	0	0	0
otu_99395	0	0	0	0	0	1
otu_99411	0	0	0	0	0	7
otu_99416	0	2	0	0	0	0
otu_99433	0	0	0	0	1	0
otu_99442	7	0	0	0	1	0
otu_99448	14	0	0	0	0	0
otu_99455	0	0	0	1	0	3
otu_99458	1	0	0	0	0	0
otu_99462	0	3	0	0	0	0
otu_99463	0	2	0	0	0	1
otu_99465	0	0	0	0	0	4
otu_99468	0	0	0	0	0	4
otu_99469	0	0	0	0	0	8
otu_99488	0	0	0	0	0	3
otu_99510	0	0	0	1	0	0
otu_99511	5	0	0	8	0	0
otu_99519	0	0	0	1	0	1
otu_99520	0	0	0	0	0	1
otu_99526	6	0	0	0	0	0
otu_99527	0	0	0	0	0	1
otu_99533	0	2	0	0	0	0
otu_99537	0	0	0	0	1	0
otu_99544	0	0	0	1	0	0
otu_99545	0	0	0	0	0	1
otu_99557	13	14	0	0	0	0
otu_99564	0	0	0	1	0	0
otu_99577	0	0	0	0	0	2
otu_99578	0	0	0	0	1	0
otu_99593	0	0	0	0	0	5
otu_99598	0	0	0	0	0	7
otu_99599	0	0	0	0	0	10
otu_99601	7	21	0	0	0	0
otu_99613	0	0	1	0	0	0
otu_99620	0	0	1	0	0	0
otu_99621	0	3	0	0	0	0
otu_99622	0	0	0	0	0	2
otu_99628	0	2	0	0	0	0
otu_99641	0	0	0	0	0	3
otu_99642	0	0	0	4	0	0
otu_99645	0	0	0	0	0	2
otu_99658	0	0	0	1	0	0
otu_99678	0	0	0	0	0	1
otu_99680	0	0	0	7	0	0
otu_99682	0	0	0	5	0	0
otu_99684	1	0	0	1	0	0
otu_99693	0	0	0	0	0	1
otu_99700	0	0	0	0	0	6
otu_99702	0	0	0	0	0	3
otu_99708	0	0	1	0	0	0
otu_99715	0	1	0	0	0	0
otu_99718	0	0	0	0	0	5
otu_99719	0	0	0	0	0	2
otu_99720	0	0	0	1	0	0
otu_99722	0	1	0	0	0	0
otu_99728	0	0	1	0	0	0
otu_99732	0	1	0	0	0	0
otu_99733	0	0	0	0	0	2
otu_99755	0	0	0	3	0	0
otu_99760	0	0	0	2	0	0
otu_99773	0	0	0	1	0	0
otu_99780	0	0	0	0	0	1
otu_99781	1	0	0	1	0	0
otu_99783	0	0	0	0	0	1
otu_99786	0	0	0	0	0	1
otu_99788	0	0	0	0	0	4
otu_99790	12	0	0	0	0	0
otu_99800	0	0	0	0	0	5
otu_99807	0	0	0	3	0	0
otu_99819	0	0	0	0	0	1
otu_99824	0	0	0	1	0	0
otu_99840	5	0	0	0	0	0
otu_99842	0	0	0	7	0	0
otu_99860	0	0	0	0	0	2
otu_99868	0	0	0	0	0	5
otu_99872	0	0	1	0	5	0
otu_99875	0	0	0	0	0	3
otu_99877	0	0	0	0	0	3
otu_99927	10	1	0	0	0	0
otu_99941	0	0	0	0	2	5
otu_99944	0	28	0	0	0	0
otu_99950	1	0	0	0	1	0
otu_99957	1	0	0	2	0	2
otu_99964	0	0	1	0	0	0
otu_99969	0	0	0	2	0	0
otu_99978	1	0	0	0	0	0
otu_99980	0	17	0	0	0	0
otu_99984	0	0	12	0	0	0
otu_99986	0	0	0	0	0	4
otu_99991	0	1	0	2	0	0
otu_99997	0	0	0	0	1	0
otu_99999	0	1	0	0	0	0
otu_100000	0	0	1	0	0	0
otu_100001	0	0	0	0	0	3
otu_100012	0	0	0	0	2	0
otu_100015	0	0	0	1	0	2
otu_100022	0	0	0	3	2	0
otu_100034	0	0	0	0	0	27
otu_100039	0	0	0	2	0	0
otu_100045	0	0	0	7	0	0
otu_100050	0	1	0	0	0	0
otu_100052	0	0	0	3	0	0
otu_100056	0	0	0	0	1	0
otu_100062	1	0	0	0	0	0
otu_100064	0	0	0	0	0	1
otu_100073	2	0	0	10	0	0
otu_100093	0	0	0	0	0	7
otu_100097	0	18	0	0	0	0
otu_100099	0	0	0	0	0	1
otu_100105	0	0	0	0	0	1
otu_100112	2	0	0	0	0	0
otu_100122	0	0	0	0	0	4
otu_100124	0	0	0	0	0	1
otu_100140	0	1	0	0	0	0
otu_100159	0	5	0	0	0	0
otu_100163	1	0	0	0	0	0
otu_100175	1	0	0	0	0	0
otu_100181	0	0	0	0	0	2
otu_100187	0	0	0	0	0	10
otu_100198	0	0	0	0	0	9
otu_100204	0	0	0	0	0	2
otu_100205	2	0	0	0	0	0
otu_100207	0	0	0	0	0	9
otu_100231	0	0	0	0	0	2
otu_100233	0	0	6	0	1	0
otu_100243	0	0	0	0	2	0
otu_100245	0	0	2	0	0	0
otu_100250	5	0	0	0	0	0
otu_100252	1	0	0	0	0	0
otu_100268	3	0	0	0	0	0
otu_100279	0	0	0	0	1	0
otu_100283	0	0	2	0	0	0
otu_100288	0	0	0	7	0	0
otu_100292	24	0	0	0	0	0
otu_100324	0	0	1	1	0	2
otu_100327	0	0	0	1	0	1
otu_100331	0	1	0	0	0	0
otu_100336	0	0	0	0	1	0
otu_100354	0	0	0	0	0	2
otu_100364	0	0	0	1	0	0
otu_100388	0	0	1	0	0	1
otu_100392	0	0	0	0	0	5
otu_100398	0	1	0	0	0	0
otu_100407	0	0	0	0	0	1
otu_100416	0	0	0	0	0	8
otu_100421	2	1	0	1	0	0
otu_100423	0	0	0	1	0	0
otu_100424	0	0	0	0	0	1
otu_100436	0	0	0	0	0	1
otu_100440	12	0	0	0	0	0
otu_100441	1	0	0	9	0	0
otu_100443	0	0	0	6	0	0
otu_100488	7	0	0	8	0	0
otu_100496	0	2	0	0	0	0
otu_100504	0	0	0	0	0	2
otu_100506	0	0	0	0	0	1
otu_100510	0	0	0	2	0	6
otu_100521	4	1	0	0	0	0
otu_100526	0	0	0	0	0	2
otu_100551	0	0	0	0	0	5
otu_100556	0	0	0	0	1	0
otu_100563	0	0	0	15	0	0
otu_100568	0	0	0	15	0	1
otu_100576	3	1	0	0	0	0
otu_100583	0	6	0	0	0	0
otu_100591	0	0	0	0	0	10
otu_100594	1	0	2	2	0	0
otu_100598	0	1	0	0	0	0
otu_100601	0	0	0	3	0	0
otu_100607	0	0	0	4	0	0
otu_100619	6	1	0	0	0	0
otu_100624	0	0	0	1	0	0
otu_100640	1	0	0	18	0	0
otu_100641	0	0	0	1	0	0
otu_100647	0	0	0	0	0	3
otu_100658	0	0	0	0	0	2
otu_100668	0	0	0	0	0	1
otu_100678	0	0	1	0	0	0
otu_100682	0	0	0	0	0	4
otu_100694	0	0	0	0	1	6
otu_100697	0	0	0	0	0	1
otu_100726	0	0	0	0	0	6
otu_100739	0	0	0	0	1	0
otu_100759	1	0	1	0	0	1
otu_100760	0	0	0	0	0	1
otu_100761	0	0	0	0	1	1
otu_100763	1	0	0	0	0	0
otu_100767	0	0	0	0	0	1
otu_100769	0	0	0	0	0	4
otu_100795	0	0	0	0	1	0
otu_100800	0	0	0	0	0	6
otu_100820	0	0	0	1	0	0
otu_100821	0	0	2	0	0	0
otu_100822	0	0	0	0	0	2
otu_100834	1	0	0	1	0	1
otu_100836	2	0	0	2	0	0
otu_100837	0	0	0	0	0	2
otu_100846	0	0	0	1	0	0
otu_100868	0	0	0	0	0	3
otu_100872	0	0	0	1	0	0
otu_100874	0	0	0	6	0	0
otu_100879	0	1	0	0	0	0
otu_100894	1	0	0	0	0	0
otu_100905	0	0	1	0	0	0
otu_100909	0	0	0	3	0	0
otu_100911	3	0	0	0	0	0
otu_100918	5	0	0	0	0	0
otu_100944	3	0	0	0	0	0
otu_100945	0	1	0	0	0	0
otu_100946	4	1	0	2	1	0
otu_100947	0	0	0	0	0	2
otu_100956	0	0	2	0	0	0
otu_100961	0	0	0	1	0	0
otu_100973	4	0	0	1	0	0
otu_100981	0	0	0	0	0	3
otu_100982	0	0	0	4	0	0
otu_100983	0	0	2	0	0	0
otu_101000	0	0	0	0	0	3
otu_101001	0	0	0	2	0	0
otu_101015	0	0	0	0	0	7
otu_101029	0	0	0	0	0	1
otu_101038	0	0	0	0	0	2
otu_101044	0	0	4	0	0	0
otu_101059	0	0	0	0	0	4
otu_101066	2	0	0	0	0	0
otu_101069	0	0	0	0	0	4
otu_101088	6	0	0	0	1	0
otu_101116	0	0	0	1	0	0
otu_101118	0	0	0	0	0	2
otu_101120	0	4	1	0	0	0
otu_101123	0	0	0	2	0	0
otu_101130	0	0	0	0	0	3
otu_101148	0	0	0	0	1	0
otu_101168	0	0	0	0	1	0
otu_101176	0	0	0	0	1	0
otu_101187	3	10	0	0	0	0
otu_101189	0	0	0	0	0	1
otu_101196	2	0	0	0	0	0
otu_101198	0	0	0	6	0	0
otu_101206	8	0	0	9	0	0
otu_101207	7	32	0	0	0	0
otu_101220	14	0	4	0	0	0
otu_101221	0	0	2	0	0	0
otu_101222	0	0	0	0	1	0
otu_101226	0	0	0	2	0	0
otu_101228	0	0	0	0	0	1
otu_101241	0	0	1	0	2	2
otu_101252	0	0	0	0	1	0
otu_101263	0	0	0	0	0	1
otu_101264	0	0	0	0	0	4
otu_101271	0	0	0	0	0	2
otu_101277	0	0	0	0	0	1
otu_101284	1	0	0	0	0	0
otu_101300	1	0	0	0	0	0
otu_101301	0	0	0	0	0	5
otu_101308	0	0	0	26	0	0
otu_101310	0	1	0	0	0	2
otu_101319	6	2	0	0	0	0
otu_101326	0	0	24	0	0	1
otu_101339	0	6	0	0	0	0
otu_101354	0	0	0	0	0	1
otu_101369	0	0	0	0	0	2
otu_101370	1	0	0	0	0	4
otu_101385	0	0	0	0	0	7
otu_101396	0	0	0	0	0	1
otu_101418	0	0	1	0	0	0
otu_101440	5	0	0	2	0	0
otu_101441	0	0	0	0	0	10
otu_101484	0	0	0	8	0	0
otu_101487	0	0	0	0	0	6
otu_101488	0	0	0	3	0	0
otu_101497	0	0	0	10	0	0
otu_101498	0	0	0	0	0	1
otu_101516	0	0	0	0	0	1
otu_101517	0	0	7	0	1	0
otu_101524	2	6	0	0	1	0
otu_101529	0	0	0	0	0	2
otu_101557	0	0	0	0	0	1
otu_101563	0	0	0	0	0	3
otu_101572	0	0	1	0	0	0
otu_101582	0	6	0	0	0	0
otu_101584	0	1	0	0	0	0
otu_101593	0	0	0	0	0	1
otu_101599	0	0	1	0	0	16
otu_101601	0	0	0	1	1	0
otu_101606	3	0	0	0	0	0
otu_101618	0	2	0	0	0	0
otu_101624	0	0	0	0	1	1
otu_101630	0	0	0	4	0	0
otu_101632	0	0	0	0	0	1
otu_101636	0	0	0	0	0	2
otu_101645	0	2	0	0	0	0
otu_101649	0	0	0	0	0	4
otu_101671	0	0	0	0	0	3
otu_101680	0	0	0	0	0	1
otu_101700	0	0	0	0	0	5
otu_101707	0	0	0	1	0	0
otu_101715	0	0	0	0	0	2
otu_101726	23	0	0	0	0	0
otu_101730	0	3	0	0	0	0
otu_101732	0	1	0	0	0	0
otu_101734	0	0	0	0	0	1
otu_101740	0	0	0	2	0	0
otu_101741	0	0	0	0	0	1
otu_101760	0	0	0	0	0	4
otu_101765	0	0	1	0	0	0
otu_101770	0	1	0	0	0	2
otu_101771	0	0	0	0	1	0
otu_101797	0	0	1	0	0	0
otu_101799	1	0	0	5	0	0
otu_101800	0	0	0	3	0	0
otu_101802	0	0	0	0	0	3
otu_101820	0	0	0	0	0	7
otu_101844	0	0	2	0	0	0
otu_101845	0	0	0	0	0	5
otu_101846	1	0	0	19	0	0
otu_101860	0	0	0	0	0	14
otu_101869	2	12	1	0	0	0
otu_101876	0	0	0	0	0	1
otu_101880	0	0	0	1	0	0
otu_101890	0	0	0	0	0	1
otu_101899	0	0	0	0	0	1
otu_101903	0	0	0	0	0	6
otu_101906	5	1	0	0	0	0
otu_101907	0	0	0	1	0	0
otu_101922	0	0	0	0	2	0
otu_101930	3	0	0	0	0	0
otu_101932	0	0	3	0	0	0
otu_101937	0	0	2	0	3	0
otu_101940	2	0	0	0	0	0
otu_101941	0	0	0	0	0	5
otu_101946	0	0	0	0	0	11
otu_101947	0	0	0	5	0	0
otu_101948	0	0	0	0	0	5
otu_101964	0	0	0	0	4	0
otu_101965	0	0	0	0	0	8
otu_101968	0	0	0	0	1	3
otu_101969	0	0	0	1	0	0
otu_101991	0	0	0	0	0	1
otu_101997	4	0	0	6	0	0
otu_101999	0	0	0	0	0	3
otu_102027	0	0	0	0	0	1
otu_102033	0	0	0	1	0	0
otu_102039	0	0	0	7	0	0
otu_102044	0	0	0	9	0	0
otu_102046	0	0	0	0	0	5
otu_102048	3	0	0	8	0	0
otu_102049	0	0	0	0	0	15
otu_102050	0	0	0	0	0	11
otu_102051	1	0	0	0	0	0
otu_102063	0	0	0	0	0	2
otu_102065	0	0	0	1	0	1
otu_102069	0	0	0	0	0	1
otu_102094	0	0	0	2	0	0
otu_102100	0	0	0	2	0	0
otu_102111	0	0	0	2	0	0
otu_102114	0	0	0	0	0	2
otu_102120	0	0	0	0	0	1
otu_102129	0	0	0	0	0	1
otu_102130	0	0	0	0	0	1
otu_102134	0	0	0	0	0	3
otu_102135	0	0	1	0	1	0
otu_102148	0	0	0	0	0	1
otu_102155	0	0	1	0	0	0
otu_102158	0	1	1	0	0	0
otu_102186	2	0	0	2	0	1
otu_102197	0	0	0	0	0	1
otu_102200	0	0	0	0	0	1
otu_102210	0	0	0	0	2	0
otu_102217	0	0	0	0	0	1
otu_102221	0	3	0	0	0	0
otu_102223	0	0	0	0	0	3
otu_102229	1	1	0	0	0	0
otu_102246	0	0	0	0	0	1
otu_102248	0	0	0	9	0	0
otu_102254	0	0	0	0	1	0
otu_102259	0	0	0	0	0	1
otu_102269	0	0	0	0	1	0
otu_102273	0	0	0	0	0	8
otu_102280	0	0	0	0	0	1
otu_102289	0	0	0	0	0	2
otu_102291	10	0	0	1	0	0
otu_102296	0	0	0	0	0	1
otu_102304	0	1	0	0	0	0
otu_102318	0	0	0	0	0	1
otu_102323	0	0	0	0	0	5
otu_102337	0	1	0	0	0	0
otu_102338	0	0	0	0	0	3
otu_102341	0	0	0	0	0	2
otu_102352	1	0	0	7	0	0
otu_102365	0	0	0	0	0	4
otu_102366	0	0	0	0	0	1
otu_102374	0	11	0	0	0	0
otu_102379	0	0	0	6	1	5
otu_102386	0	0	1	0	0	0
otu_102389	0	0	0	0	0	1
otu_102392	0	1	0	0	0	1
otu_102399	1	0	0	1	0	0
otu_102406	1	0	0	4	1	0
otu_102418	0	0	0	0	0	2
otu_102420	0	0	0	0	0	3
otu_102430	0	0	0	0	0	3
otu_102437	0	0	0	0	0	1
otu_102455	0	0	0	0	0	3
otu_102458	0	0	2	0	0	0
otu_102462	0	0	0	0	0	10
otu_102472	0	0	1	0	0	0
otu_102475	0	0	0	0	0	1
otu_102485	0	2	0	0	0	0
otu_102487	0	0	0	1	0	0
otu_102493	1	1	0	0	0	0
otu_102508	0	0	0	0	0	3
otu_102523	1	0	0	2	0	0
otu_102532	0	0	0	0	0	1
otu_102533	0	2	0	0	0	1
otu_102534	0	0	0	3	0	1
otu_102550	1	1	0	0	0	0
otu_102557	0	25	0	0	0	0
otu_102558	0	0	0	0	0	4
otu_102565	2	0	0	0	0	0
otu_102582	0	0	0	0	0	6
otu_102583	0	0	0	0	0	1
otu_102585	0	0	0	0	0	2
otu_102636	1	3	0	0	0	0
otu_102640	0	0	0	0	0	1
otu_102651	2	0	0	0	0	0
otu_102666	0	0	0	0	0	3
otu_102667	0	0	0	0	0	1
otu_102670	0	0	0	1	0	0
otu_102680	0	0	0	0	0	5
otu_102691	0	0	1	0	0	0
otu_102701	2	0	0	1	0	0
otu_102703	0	0	0	0	0	1
otu_102706	0	0	0	0	0	1
otu_102708	0	0	0	0	0	7
otu_102716	0	0	0	0	1	0
otu_102721	0	0	0	0	0	2
otu_102724	0	0	0	0	0	4
otu_102735	0	0	0	0	0	12
otu_102746	0	0	0	0	0	4
otu_102749	0	0	0	0	0	5
otu_102752	1	0	0	0	0	0
otu_102753	1	0	0	0	0	0
otu_102759	0	0	0	0	0	6
otu_102765	0	0	0	0	0	1
otu_102766	0	26	0	1	0	0
otu_102768	0	0	0	0	0	4
otu_102775	0	0	1	0	0	0
otu_102777	0	1	0	0	0	0
otu_102781	0	0	0	0	0	1
otu_102789	0	0	5	0	1	0
otu_102791	0	0	0	3	0	0
otu_102807	0	0	0	0	1	0
otu_102812	0	0	0	0	0	2
otu_102816	0	0	0	0	0	1
otu_102832	0	0	0	0	0	2
otu_102862	0	27	0	0	0	0
otu_102879	0	7	0	0	0	0
otu_102880	0	0	0	0	0	4
otu_102891	0	0	0	0	0	4
otu_102893	0	0	0	0	0	4
otu_102912	0	1	0	0	0	0
otu_102924	0	0	0	0	1	0
otu_102931	0	0	0	0	0	2
otu_102950	0	0	0	0	0	2
otu_102954	0	0	1	0	0	0
otu_102959	0	0	0	0	0	10
otu_102976	2	0	0	15	0	0
otu_102989	0	0	0	0	0	1
otu_102991	0	0	1	0	0	0
otu_103001	0	0	0	0	0	1
otu_103010	16	0	0	0	0	0
otu_103016	0	0	0	0	0	1
otu_103025	0	0	0	0	6	0
otu_103037	0	0	5	0	0	0
otu_103055	0	0	0	0	3	0
otu_103061	0	0	0	0	0	3
otu_103068	3	0	0	0	0	0
otu_103073	0	0	0	0	0	3
otu_103082	0	0	0	0	0	2
otu_103087	0	0	0	0	0	1
otu_103088	0	0	0	0	0	9
otu_103091	0	0	0	1	0	0
otu_103118	0	0	0	0	0	1
otu_103127	0	0	0	0	0	1
otu_103129	0	0	0	0	0	1
otu_103153	0	0	0	2	0	0
otu_103156	0	0	0	0	1	0
otu_103157	0	0	0	0	0	2
otu_103160	3	0	0	7	0	0
otu_103161	0	0	0	1	0	0
otu_103192	0	0	0	0	0	1
otu_103208	0	0	0	4	0	0
otu_103216	0	0	0	0	0	2
otu_103221	0	0	0	0	0	8
otu_103222	1	1	0	0	0	0
otu_103243	0	2	0	0	0	0
otu_103252	0	0	0	0	0	8
otu_103266	0	0	0	0	1	0
otu_103272	0	0	1	0	0	0
otu_103297	0	0	0	0	0	2
otu_103320	0	0	0	2	0	0
otu_103325	0	0	0	0	0	9
otu_103327	1	0	0	0	0	0
otu_103336	0	0	0	0	0	3
otu_103338	0	0	0	2	0	0
otu_103340	0	0	0	0	0	3
otu_103344	0	3	0	0	0	2
